care.virtue,care.vice,authority.virtue,fairness.vice,fairness.virtue,loyalty.vice,loyalty.virtue,sanctity.virtue,authority.vice,sanctity.vice,moral_nonmoral_ratio,f_var
0.08695652173913043,0.17391304347826086,0.34782608695652173,0.0,0.0,0.043478260869565216,0.2608695652173913,0.0,0.043478260869565216,0.043478260869565216,0.0756578947368421,0.01472379752152909
0.03333333333333333,0.06666666666666667,0.23333333333333334,0.0,0.0,0.03333333333333333,0.5666666666666667,0.03333333333333333,0.0,0.03333333333333333,0.09584664536741214,0.031604938271604946
0.1111111111111111,0.1111111111111111,0.5185185185185185,0.0,0.018518518518518517,0.0,0.14814814814814814,0.09259259259259259,0.0,0.0,0.15,0.024935223289132755
0.2727272727272727,0.0,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.0,0.5454545454545454,0.0,0.0,0.0,0.03559870550161812,0.031588613406795224
0.0,0.625,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03162055335968379,0.04791666666666668
0.3076923076923077,0.038461538461538464,0.17307692307692307,0.0,0.057692307692307696,0.0,0.36538461538461536,0.0,0.0,0.057692307692307696,0.16613418530351437,0.018474687705456933
0.06818181818181818,0.045454545454545456,0.4318181818181818,0.045454545454545456,0.20454545454545456,0.0,0.18181818181818182,0.0,0.0,0.022727272727272728,0.0918580375782881,0.0189623507805326
0.0784313725490196,0.058823529411764705,0.6078431372549019,0.0,0.0784313725490196,0.0,0.1568627450980392,0.0,0.0196078431372549,0.0,0.06976744186046512,0.03446964842581913
0.15789473684210525,0.0,0.21052631578947367,0.05263157894736842,0.0,0.0,0.2631578947368421,0.2631578947368421,0.0,0.05263157894736842,0.06597222222222222,0.012588488765774083
0.0967741935483871,0.0967741935483871,0.3225806451612903,0.0,0.0,0.0,0.3870967741935484,0.06451612903225806,0.03225806451612903,0.0,0.08266666666666667,0.019759509769915598
0.0425531914893617,0.2765957446808511,0.10638297872340426,0.0,0.0,0.0,0.2978723404255319,0.10638297872340426,0.14893617021276595,0.02127659574468085,0.14029850746268657,0.012479251546702881
0.16666666666666666,0.23333333333333334,0.13333333333333333,0.0,0.26666666666666666,0.0,0.1,0.0,0.06666666666666667,0.03333333333333333,0.078125,0.00962962962962963
0.018867924528301886,0.05660377358490566,0.11320754716981132,0.0,0.05660377358490566,0.0,0.6415094339622641,0.0,0.07547169811320754,0.03773584905660377,0.10433070866141732,0.03758158300700131
0.2,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.5,0.16666666666666666,0.0,0.0,0.05434782608695652,0.025185185185185192
0.06060606060606061,0.030303030303030304,0.6666666666666666,0.0,0.06060606060606061,0.0,0.15151515151515152,0.0,0.030303030303030304,0.0,0.03942652329749104,0.041842669115396386
0.13636363636363635,0.22727272727272727,0.4090909090909091,0.0,0.18181818181818182,0.0,0.0,0.0,0.045454545454545456,0.0,0.07006369426751592,0.01919191919191919
0.038461538461538464,0.038461538461538464,0.4230769230769231,0.0,0.038461538461538464,0.0,0.4230769230769231,0.038461538461538464,0.0,0.0,0.07784431137724551,0.029322813938198546
0.3170731707317073,0.12195121951219512,0.12195121951219512,0.0,0.07317073170731707,0.0,0.12195121951219512,0.0,0.0,0.24390243902439024,0.10379746835443038,0.012221561240002643
0.3181818181818182,0.045454545454545456,0.2727272727272727,0.0,0.13636363636363635,0.0,0.22727272727272727,0.0,0.0,0.0,0.042884990253411304,0.016437098255280072
